Temp pH Cond Ca Mg Na K AlkAcid SO4_IC Cl NO2NO3N Tot.N_ps TotP AbsF420nm TOC Si
2.8 6.92 2.63 0.134 0.084 0.052 0.008 0.141 0.034 0.02 27 389 13 0.147 8.1 2.3
9.6 6.72 2.18 0.127 0.038 0.063 0.008 0.106 0.025 0.022 23 210 8 0.136 6.3 2.35
10.4 6.87 2.7 0.137 0.056 0.08 0.01 0.116 0.045 0.028 12 266 8 0.107 9.3 0.69
9.9 6.64 2.12 0.091 0.045 0.057 0.03 0.113 0.045 0.019 4 306 7 0.013 5.1 0.6
4.3 6.97 3.35 0.198 0.053 0.074 0.01 0.211 0.042 0.027 9 261 9 0.074 5.9 1.49
9.9 6.71 2.6 0.138 0.057 0.079 0.009 0.088 0.039 0.028 47 377 12 0.212 12.8 1.28
5.8 6.76 1.96 0.102 0.036 0.043 0.007 0.093 0.045 0.018 7 252 5 0.013 3.8 0.36
9.8 6.56 1.93 0.113 0.036 0.057 0.005 0.061 0.024 0.019 22 384 15 0.254 12.4 1.68
9.9 6.73 2.6 0.138 0.056 0.079 0.009 0.08 0.038 0.027 56 323 13 0.246 13.1 1.51
2.7 6.35 1.41 0.053 0.02 0.052 0.007 0.048 0.036 0.017 16 276 12 0.024 4.3 0.13
9.2 6.56 2.71 0.14 0.059 0.086 0.01 0.086 0.041 0.035 17 392 15 0.284 14.4 1.63
7.3 7.13 4.25 0.243 0.078 0.095 0.015 0.277 0.052 0.037 20 192 9 0.03 4.5 2.64
8.9 6.51 2.45 0.173 0.043 0.053 0.008 0.12 0.019 0.023 8 232 14 0.266 12 2.39
10.1 6.83 2.87 0.14 0.052 0.092 0.008 0.107 0.043 0.047 16 308 11 0.135 9.6 1.32
10 6.75 2.12 0.138 0.027 0.05 0.009 0.112 0.021 0.023 8 375 10 0.144 7 1.53
9.4 6.55 2.41 0.129 0.053 0.079 0.007 0.063 0.034 0.03 11 377 16 0.276 14.4 1.68
10.4 6.18 1.03 0.047 0.009 0.031 0.008 0.031 0.019 0.013 5 263 5 0.063 5.6 0.17
9.4 6.66 2.76 0.148 0.062 0.087 0.009 0.083 0.047 0.032 51 457 16 0.297 14.7 1.64
9.4 7.02 3.36 0.276 0.037 0.049 0.007 0.243 0.024 0.015 13 231 11 0.166 8.2 1.68
9.6 6.41 1.9 0.113 0.035 0.057 0.004 0.056 0.023 0.02 20 279 14 0.296 13.1 2.17
11.3 6.78 2.48 0.117 0.026 0.069 0.009 0.1 0.043 0.047 6 265 5 0.028 3.1 0.76
9.6 6.64 2.09 0.128 0.018 0.056 0.007 0.078 0.027 0.014 3 207 5 0.048 5 0.64
10.2 6.5 1.32 0.067 0.018 0.033 0.006 0.066 0.012 0.012 7 316 10 0.144 7.5 0.33
9.6 6.58 2.18 0.131 0.033 0.062 0.007 0.091 0.024 0.02 15 239 9 0.191 9.6 2.57
10.2 6.7 1.97 0.139 0.017 0.029 0.009 0.106 0.017 0.029 6 299 8 0.079 5.7 0.22
9.8 6.84 2.59 0.201 0.027 0.046 0.009 0.159 0.018 0.024 10 353 15 0.183 8.6 1.34
9.4 6.57 1.6 0.083 0.025 0.044 0.006 0.071 0.029 0.017 7 294 10 0.088 5.2 0.47
8.6 6.16 2.26 0.078 0.045 0.096 0.005 0.04 0.014 0.079 16 216 15 0.283 9.8 1.14
10.3 6.79 1.73 0.111 0.022 0.027 0.007 0.087 0.015 0.034 10 295 15 0.036 4.7 0.14
10.1 6.85 2.5 0.203 0.038 0.038 0.006 0.176 0.005 0.018 7 336 13 0.203 10.2 0.43
10.2 6.82 2.4 0.19 0.033 0.043 0.007 0.156 0.011 0.016 13 354 25 0.224 10.5 1.1
9.3 6.62 1.88 0.1 0.025 0.06 0.006 0.07 0.021 0.026 10 234 8 0.116 6.7 1.73
10 6.57 1.7 0.081 0.03 0.052 0.007 0.073 0.027 0.016 8 298 7 0.081 6.3 1.13
9.6 6.59 1.72 0.081 0.029 0.057 0.008 0.073 0.027 0.016 7 197 8 0.085 6.2 1.01
9.9 6.72 1.8 0.092 0.03 0.054 0.007 0.082 0.031 0.016 1 192 8 0.075 6 1.23
8.2 6.68 1.49 0.069 0.013 0.049 0.005 0.067 0.028 0.013 7 284 5 0.039 3.6 0.66
9.6 5.95 1.29 0.063 0.02 0.042 0.011 0.029 0.022 0.013 10 405 7 0.161 8.4 0.36
10.1 6.74 2.34 0.186 0.033 0.043 0.007 0.142 0.011 0.016 9 328 19 0.229 10.7 1.1
9.7 6.5 1.85 0.1 0.032 0.056 0.006 0.062 0.03 0.016 5 354 9 0.168 9.4 1.94
9.6 6.39 1.84 0.101 0.032 0.057 0.006 0.06 0.031 0.016 10 214 10 0.181 9.9 2.15
9.3 6.79 1.95 0.109 0.038 0.056 0.008 0.091 0.022 0.016 3 224 8 0.128 8.7 1.21
9.1 6.71 2.12 0.121 0.028 0.068 0.006 0.098 0.027 0.017 3 288 9 0.071 4.8 2.66
9.3 7.08 3.33 0.265 0.04 0.038 0.008 0.245 0.029 0.014 1 241 9 0.071 7.1 0.99
8.2 6.03 1.57 0.068 0.024 0.061 0.004 0.028 0.016 0.015 9 195 12 0.326 14 2.44
9.3 5.96 1.09 0.049 0.018 0.038 0.006 0.018 0.017 0.012 7 327 10 0.144 7.8 0.35
9.4 6.51 2.16 0.144 0.044 0.051 0.006 0.078 0.02 0.021 18 344 12 0.277 13.3 2.01
9.9 7.18 2.96 0.195 0.069 0.05 0.006 0.243 0.016 0.012 7 316 13 0.083 6.4 0.66
8.4 5.92 0.84 0.011 0.005 0.047 0.006 0.011 0.019 0.013 9 355 6 0.059 4.8 0.22
9.4 6.55 1.66 0.101 0.031 0.048 0.006 0.057 0.019 0.013 19 200 12 0.223 10.1 2.32
8.8 6.19 1.42 0.066 0.032 0.041 0.005 0.034 0.018 0.016 21 203 11 0.246 10.6 1.91
10.2 7.02 1.88 0.122 0.033 0.042 0.004 0.144 0.013 0.014 7 318 8 0.045 4.7 0.24
8.3 6.75 1.59 0.063 0.018 0.065 0.008 0.067 0.026 0.021 7 277 6 0.033 2.8 1.83
9.9 6.37 1.53 0.08 0.022 0.044 0.012 0.059 0.02 0.014 8 289 9 0.169 8.7 0.42
8.5 7.25 3.53 0.295 0.046 0.046 0.006 0.268 0.013 0.013 12 213 15 0.214 10.8 1.6
10.6 7.21 2.99 0.209 0.056 0.049 0.006 0.234 0.016 0.018 6 291 9 0.058 5.6 1.42
9.7 6.78 2.49 0.194 0.03 0.05 0.007 0.177 0.01 0.015 10 307 15 0.225 9.9 1
9.8 5.64 1.07 0.042 0.016 0.042 0.008 0.005 0.012 0.012 8 320 9 0.216 9.8 0.26
9.8 6.84 2.33 0.147 0.031 0.06 0.011 0.121 0.012 0.037 7 351 15 0.159 8.6 0.24
10.2 7.01 2.7 0.191 0.056 0.058 0.004 0.191 0.014 0.015 15 395 16 0.197 9 1.69
8.5 6.86 1.97 0.117 0.035 0.048 0.007 0.102 0.022 0.012 8 196 7 0.129 7.1 1.88
9.6 6.49 1.49 0.119 0.019 0.026 0.007 0.077 0.012 0.01 9 326 27 0.245 9.6 0.51
10.2 6.96 2.4 0.146 0.048 0.047 0.007 0.172 0.026 0.015 13 382 9 0.103 4.9 1.34
9 7.14 2.76 0.205 0.066 0.05 0.004 0.204 0.014 0.011 11 684 11 0.205 9.5 1.31
8.8 7.31 3.81 0.284 0.092 0.055 0.006 0.32 0.018 0.011 10 338 16 0.184 8.7 1.91
8.6 7.42 5.87 0.428 0.133 0.079 0.005 0.559 0.028 0.012 7 305 13 0.15 6.5 3.29
8.9 7.06 2.67 0.193 0.064 0.051 0.004 0.197 0.014 0.011 11 363 12 0.189 9.4 1.06
9.6 6.29 1.81 0.115 0.036 0.045 0.008 0.085 0.014 0.013 7 351 23 0.333 12.1 1.85
9.2 5.66 1.1 0.067 0.017 0.02 0.003 0.009 0.007 0.01 47 471 33 0.353 11.5 0.2
8.6 6.93 1.92 0.126 0.031 0.041 0.005 0.141 0.019 0.012 9 306 19 0.098 4.7 1.37
7.4 5.76 0.83 0.032 0.009 0.03 0.004 0.005 0.01 0.011 26 351 13 0.173 7.6 0.11
8.3 6.09 1.05 0.037 0.024 0.037 0.005 0.038 0.013 0.012 18 388 10 0.198 7.7 0.24
8.6 7.09 2.53 0.19 0.04 0.041 0.006 0.189 0.018 0.015 9 551 8 0.124 6.3 1.28
8.1 5.73 0.99 0.05 0.014 0.038 0.003 0.006 0.01 0.013 10 345 13 0.234 9.9 0.62
8.3 6.88 1.96 0.131 0.023 0.044 0.004 0.124 0.025 0.013 8 308 7 0.115 5.6 1.03
8.3 5.66 0.84 0.029 0.012 0.028 0.002 -0.007 0.009 0.008 10 491 15 0.204 8.7 0.11
8.3 6.89 1.92 0.125 0.038 0.043 0.004 0.128 0.02 0.013 9 287 10 0.137 5.5 1.89
8.4 6.87 1.65 0.131 0.021 0.029 0.002 0.097 0.02 0.009 9 297 11 0.132 6 0.45
8.7 4.78 0.95 0.012 0.007 0.014 0.003 -0.024 0.012 0.01 8 480 13 0.085 6.2 0.17
9.1 6.84 1.67 0.109 0.023 0.034 0.008 0.114 0.016 0.011 8 325 9 0.053 4.3 0.24
9.3 7.38 3.69 0.246 0.095 0.046 0.007 0.354 0.007 0.011 5 367 7 0.034 5.3 0.41
8.8 6.87 1.2 0.06 0.029 0.026 0.005 0.09 0.012 0.011 6 284 8 0.013 3.6 0.11
9.6 6.69 0.83 0.04 0.015 0.021 0.005 0.037 0.022 0.011 7 370 6 0.001 1.7 0.15
8.9 5.89 0.58 0.03 0.009 0.009 0.001 0 0.026 0.008 6 321 5 0.001 1.5 0.16
8.9 6.85 2.28 0.159 0.038 0.04 0.005 0.158 0.02 0.014 14 295 9 0.126 8.2 1.01
8.7 7.04 3.51 0.267 0.044 0.042 0.009 0.279 0.028 0.017 7 291 9 0.074 5.8 0.78
8.9 6.04 1.2 0.052 0.026 0.041 0.008 0.026 0.017 0.016 14 592 11 0.143 8.8 0.12
8.7 6.11 1.01 0.043 0.028 0.031 0.002 0.03 0.007 0.011 10 312 7 0.148 8.5 0.15
8.9 7.33 3.75 0.297 0.047 0.041 0.01 0.301 0.029 0.018 6 356 10 0.067 5.2 0.87
9.7 5.95 0.76 0.025 0.013 0.019 0.005 0.007 0.019 0.011 7 268 4 0.032 4 0.23
10.6 5.54 0.65 0.018 0.008 0.012 0.003 0.005 0.026 0.011 6 284 4 0.005 1.6 0.22
9.9 7.18 2.66 0.154 0.077 0.036 0.005 0.228 0.027 0.012 7 401 8 0.02 3.1 1.1
8.3 6.94 2.18 0.132 0.053 0.038 0.01 0.149 0.028 0.014 8 310 7 0.109 5.4 1.49
8.6 6.68 1.12 0.052 0.013 0.039 0.005 0.06 0.017 0.012 7 418 5 0.023 3.7 0.14
9.3 6.72 1.95 0.105 0.033 0.036 0.009 0.087 0.053 0.015 9 229 7 0.067 3.8 1.2
9.9 6.79 1.73 0.082 0.028 0.041 0.009 0.092 0.043 0.014 7 366 5 0.01 3.9 0.2
8.8 4.91 0.97 0.026 0.009 0.015 0.002 -0.021 0.018 0.01 9 568 20 0.076 6.1 0.2
8.7 6.54 1.27 0.057 0.023 0.032 0.006 0.088 0.015 0.012 9 199 15 0.047 3.1 0.18
8.3 6.79 2.12 0.143 0.044 0.045 0.005 0.131 0.021 0.011 10 215 10 0.213 9.1 1.25
7.4 5.4 0.6 0.021 0.005 0.008 0.002 -0.006 0.015 0.009 27 303 12 0.015 3 0.2
8.1 6.77 1.23 0.053 0.021 0.04 0.009 0.068 0.016 0.018 17 211 34 0.084 3.5 0.16
8.8 6.76 0.99 0.041 0.015 0.032 0.005 0.064 0.019 0.011 13 241 5 0.011 1 0.74
5.3 5.43 0.49 0.014 0.004 0.008 0.003 -0.003 0.016 0.009 7 244 5 0.002 0.5 0.17
6.7 5.25 0.45 0.003 0.002 0.007 0.002 -0.005 0.01 0.008 6 383 7 0.001 1.7 0.16
8 6.54 1.29 0.05 0.024 0.039 0.005 0.083 0.016 0.011 9 181 13 0.116 4.7 1.03
8.1 6.93 2.42 0.145 0.059 0.04 0.005 0.201 0.021 0.011 8 199 12 0.103 4.6 0.9
7.9 6.72 1.01 0.042 0.014 0.029 0.006 0.061 0.016 0.014 6 359 4 0.001 1.5 0.13
1.6 7.07 7.59 0.484 0.161 0.147 0.035 0.357 0.142 0.114 200 469 27 0.346 16.8 3.7
10.3 6.32 4.2 0.306 0.08 0.095 0.007 0.109 0.088 0.044 18 449 18 0.656 32.1 1.93
10.9 6.91 3.54 0.247 0.056 0.078 0.008 0.122 0.058 0.045 12 277 12 0.323 15.3 0.76
5.5 7.74 11.7 0.904 0.152 0.179 0.021 0.937 0.074 0.202 16 641 20 0.111 14.7 0.33
10.3 6.43 2.93 0.176 0.047 0.082 0.008 0.063 0.055 0.033 50 352 16 0.402 23.1 1.37
11 6.97 3.07 0.167 0.054 0.075 0.008 0.123 0.077 0.031 3 166 10 0.09 11.3 0.17
10.4 5.75 1.73 0.089 0.027 0.051 0.004 0.012 0.03 0.027 4 235 10 0.29 18.3 0.13
10.9 7.22 6.59 0.492 0.115 0.121 0.012 0.347 0.108 0.043 1 282 20 0.378 21.4 2.01
10.4 7.28 4.82 0.362 0.062 0.079 0.008 0.301 0.077 0.033 4 209 9 0.121 13.1 0.44
11.4 7.68 12.5 1.125 0.111 0.143 0.02 0.969 0.132 0.088 4 292 17 0.201 16.7 0.17
10.9 7.28 8.98 0.523 0.328 0.087 0.012 0.759 0.089 0.036 2 223 18 0.112 12.5 0.96
11.8 7.16 11 0.566 0.137 0.304 0.044 0.422 0.247 0.275 97 279 38 0.086 9.9 0.41
11.6 8.64 16.4 0.772 0.173 0.512 0.081 0.625 0.388 0.462 228 394 96 0.073 10 0.56
10.7 7.64 12.9 1.262 0.124 0.125 0.016 1.004 0.146 0.053 84 375 20 0.433 25.9 0.43
10.3 6.89 3.36 0.173 0.072 0.082 0.009 0.15 0.081 0.031 5 279 9 0.099 7.3 0.81
11 7.41 15 0.962 0.249 0.324 0.031 1.021 0.16 0.244 1 385 63 0.13 11.5 0.17
10.4 7.33 6.96 0.572 0.096 0.115 0.013 0.394 0.074 0.065 31 263 16 0.429 24.7 1.11
10.3 6.48 3.12 0.182 0.059 0.082 0.009 0.069 0.063 0.05 2 266 15 0.278 14.1 0.32
11.1 7.25 7.86 0.44 0.122 0.208 0.028 0.362 0.136 0.154 116 322 43 0.117 10.1 0.12
10.6 6.71 5.4 0.35 0.114 0.153 0.014 0.218 0.058 0.083 6 467 36 0.543 24.8 2.54
10.8 7.13 4.5 0.262 0.079 0.11 0.012 0.182 0.084 0.068 3 245 9 0.112 10.3 0.51
9.8 6.44 2.6 0.134 0.04 0.074 0.009 0.063 0.051 0.05 1 269 10 0.191 8.8 0.55
9.4 6.72 4.25 0.324 0.065 0.083 0.011 0.213 0.049 0.044 7 351 14 0.406 15.9 2.69
1.8 7.75 36.2 2.634 0.469 0.694 0.099 2.409 0.798 0.624 75 459 13 0.093 13.1 0.41
5.8 6.74 3.34 0.176 0.067 0.089 0.014 0.139 0.042 0.04 27 326 16 0.236 12.5 0.74
5.1 6.92 3.24 0.162 0.059 0.097 0.01 0.121 0.051 0.044 17 317 14 0.174 10.4 0.22
5.2 6.96 3.83 0.192 0.072 0.108 0.016 0.178 0.046 0.055 85 387 17 0.216 10.6 1.58
4.1 7.11 10.5 0.434 0.217 0.432 0.037 0.68 0.074 0.265 1 377 15 0.099 11.6 0.6
4.5 7.18 4.4 0.344 0.044 0.068 0.008 0.268 0.042 0.041 24 233 10 0.21 10.4 1.56
1.4 6.92 3.72 0.192 0.07 0.1 0.014 0.173 0.077 0.057 6 258 9 0.108 8.6 0.53
8.9 6.78 2.74 0.159 0.048 0.071 0.01 0.138 0.034 0.024 3 191 10 0.189 13.3 1.98
4.8 6.92 2.42 0.128 0.037 0.066 0.007 0.118 0.048 0.02 9 205 6 0.044 4.7 0.48
4.7 6.45 2.1 0.118 0.036 0.067 0.007 0.075 0.028 0.017 31 304 11 0.299 11.4 2.37
9.9 6.84 2.71 0.122 0.057 0.084 0.01 0.113 0.047 0.026 2 228 11 0.142 11 1.49
9.6 6.71 2.96 0.154 0.064 0.069 0.009 0.173 0.035 0.025 6 211 8 0.162 11.2 2.99
1.3 7.05 6.24 0.262 0.084 0.255 0.021 0.215 0.088 0.264 2 251 8 0.11 9.9 0.18
9.6 6.66 2.55 0.128 0.048 0.083 0.009 0.089 0.032 0.031 3 192 12 0.249 13.7 2.08
4.8 6.94 2.93 0.191 0.036 0.061 0.007 0.155 0.05 0.02 15 220 10 0.154 8.1 1.39
5 5.61 0.89 0.04 0.014 0.025 0.004 0.002 0.014 0.012 14 213 15 0.158 6.9 0.36
5.2 6.87 2.73 0.18 0.031 0.06 0.012 0.107 0.05 0.025 33 245 8 0.176 10.3 1.14
2.6 7.04 4.71 0.178 0.068 0.186 0.017 0.18 0.105 0.124 2 236 7 0.046 5.8 0.41
2.6 6.5 5.11 0.261 0.082 0.188 0.016 0.172 0.071 0.136 32 531 16 0.42 20.4 4.2
9.4 6.37 1.58 0.054 0.026 0.05 0.007 0.059 0.037 0.017 2 257 13 0.075 8.3 0.81
9.3 6.38 1.88 0.077 0.043 0.067 0.009 0.039 0.034 0.02 2 225 13 0.254 15.2 1.95
3.7 6.53 4.03 0.233 0.071 0.099 0.017 0.229 0.049 0.04 4 351 15 0.329 11.6 3.57
5.4 6.88 8.01 0.417 0.184 0.188 0.048 0.479 0.1 0.088 129 581 42 0.288 16.1 3.34
3 7.11 3.28 0.206 0.068 0.065 0.011 0.208 0.037 0.028 35 311 9 0.121 6.8 2
2.9 7.01 8.75 0.546 0.171 0.191 0.03 0.675 0.1 0.051 2 401 8 0.11 9.9 2.28
1.9 7.18 8.45 0.355 0.167 0.263 0.054 0.362 0.139 0.29 79 927 27 0.075 7.1 1.59
10.2 7.03 4.22 0.216 0.075 0.118 0.014 0.205 0.062 0.067 20 248 7 0.083 4.9 3.62
8.9 6.74 2.62 0.141 0.055 0.07 0.009 0.117 0.056 0.02 9 409 10 0.127 8.4 1.76
8.1 6.56 3.58 0.19 0.062 0.085 0.012 0.232 0.067 0.021 61 392 6 0.012 2 3.6
9.6 7.01 3.26 0.17 0.063 0.081 0.014 0.187 0.043 0.028 12 196 11 0.101 11 2
9.7 6.83 3.11 0.173 0.06 0.074 0.012 0.18 0.042 0.027 27 357 10 0.094 6.5 2
5.2 6.63 5.28 0.092 0.053 0.1 0.244 0.144 0.005 0.199 8 729 118 0.161 19.9 0.2
11.2 7.04 3.05 0.18 0.061 0.056 0.01 0.198 0.029 0.021 18 230 10 0.134 11.7 2.08
9.5 6.91 2.34 0.148 0.036 0.049 0.008 0.14 0.03 0.015 4 203 9 0.074 6 0.76
10.1 6.97 2.74 0.147 0.061 0.054 0.011 0.14 0.06 0.02 5 293 7 0.036 5.7 0.36
10.9 7.02 3.06 0.188 0.062 0.058 0.01 0.198 0.029 0.021 17 233 10 0.137 11.4 2.18
11.2 6.89 3.04 0.154 0.063 0.09 0.015 0.151 0.04 0.029 15 191 11 0.14 13.2 2.86
1.7 6.52 7.39 0.303 0.153 0.23 0.028 0.182 0.258 0.202 137 718 21 0.207 11.9 4.52
9.3 6.69 2.53 0.138 0.054 0.06 0.01 0.122 0.045 0.018 17 414 10 0.132 8 2.15
5.1 6.71 3 0.179 0.047 0.072 0.01 0.149 0.051 0.024 15 203 14 0.158 9.1 1.28
10 6.88 2.36 0.124 0.043 0.063 0.01 0.123 0.035 0.02 9 376 8 0.074 6.5 1.76
8.7 6.59 2.74 0.148 0.067 0.073 0.013 0.125 0.038 0.019 11 369 17 0.214 12 2.44
9.9 6.86 2.14 0.117 0.038 0.048 0.007 0.124 0.026 0.018 1 286 7 0.04 5.5 0.77
1.8 6.93 2.65 0.132 0.049 0.069 0.01 0.137 0.062 0.024 1 205 5 0.019 3.4 0.81
10.3 6.93 2.39 0.129 0.042 0.062 0.01 0.13 0.035 0.02 9 305 8 0.068 6.1 1.78
9.4 6.89 3.55 0.208 0.073 0.078 0.013 0.214 0.051 0.023 4 268 10 0.097 7.7 1.49
9.3 6.8 1.88 0.108 0.034 0.05 0.008 0.093 0.026 0.014 6 259 9 0.116 6.9 1.46
8.9 6.93 2.78 0.178 0.039 0.066 0.011 0.171 0.033 0.019 7 342 12 0.137 6.8 1.97
9.1 7.01 2.38 0.155 0.036 0.055 0.006 0.143 0.022 0.018 6 200 9 0.126 6.8 2.06
9.8 6.9 2.34 0.118 0.046 0.07 0.008 0.117 0.032 0.019 6 396 9 0.074 7.2 1
7.4 6.91 3.1 0.156 0.055 0.082 0.01 0.158 0.06 0.024 33 193 7 0.065 6.1 2.07
1.9 6.9 2.86 0.148 0.052 0.075 0.01 0.137 0.059 0.028 5 190 6 0.07 5.9 2.06
8.2 6.67 1.79 0.099 0.033 0.057 0.007 0.087 0.019 0.016 15 199 11 0.172 7.5 2.79
9 6.57 2.32 0.113 0.051 0.066 0.008 0.069 0.033 0.036 5 229 8 0.126 10.8 1.02
9.1 7.27 4.7 0.342 0.064 0.079 0.011 0.376 0.028 0.025 5 410 19 0.069 6.6 2.35
9.3 6.76 2.51 0.146 0.045 0.073 0.01 0.145 0.026 0.016 10 644 10 0.192 8.6 2.13
9.5 6.53 2.13 0.12 0.026 0.06 0.006 0.07 0.036 0.022 9 184 9 0.212 15 2.28
9.2 6.83 2.61 0.15 0.043 0.066 0.009 0.123 0.036 0.026 15 223 10 0.086 7.1 1.99
8.9 6.97 2.89 0.206 0.036 0.059 0.01 0.191 0.031 0.016 9 305 10 0.146 7 1.74
8.3 7.18 6.9 0.516 0.081 0.081 0.022 0.549 0.086 0.021 20 202 6 0.066 5.1 2.91
1.7 6.59 3.02 0.228 0.051 0.069 0.007 0.123 0.043 0.026 42 385 12 0.398 17.7 3.28
9.6 6.94 3.08 0.152 0.075 0.073 0.015 0.184 0.05 0.019 7 302 7 0.053 5.9 1.58
8.2 6.61 1.52 0.097 0.024 0.041 0.006 0.053 0.016 0.011 2 206 8 0.166 8.9 1.52
9.6 7.28 3.93 0.285 0.037 0.053 0.009 0.303 0.039 0.015 5 469 6 0.029 3.7 1.38
4.8 6.58 1.7 0.073 0.031 0.057 0.007 0.053 0.033 0.018 14 199 8 0.104 6.8 1.64
9 6.66 1.7 0.1 0.028 0.045 0.007 0.09 0.02 0.012 8 221 7 0.101 6 1.94
8.7 6.65 2.01 0.115 0.047 0.053 0.004 0.086 0.02 0.018 15 265 11 0.204 9.9 2.32
8.8 6.43 1.5 0.069 0.026 0.057 0.01 0.047 0.022 0.017 11 321 12 0.23 7.9 2.48
8.5 6.45 0.89 0.038 0.009 0.028 0.008 0.026 0.019 0.01 7 203 6 0.026 4.6 0.18
8.5 7.01 2.47 0.175 0.028 0.043 0.006 0.183 0.022 0.012 17 260 7 0.048 4.8 0.56
2.5 6.86 3.57 0.139 0.067 0.116 0.019 0.147 0.109 0.044 11 249 9 0.052 5.5 0.64
8.6 7.12 2.83 0.195 0.043 0.05 0.006 0.202 0.027 0.013 2 189 6 0.043 4.7 1.62
2.9 6.6 4.14 0.214 0.081 0.121 0.01 0.183 0.058 0.06 81 518 12 0.268 14.6 2.71
8.4 6.49 1.73 0.079 0.032 0.06 0.004 0.063 0.023 0.014 3 241 8 0.092 8.3 1.4
9.6 7.23 4.78 0.414 0.045 0.067 0.012 0.384 0.023 0.019 13 419 14 0.308 11.9 3.27
5.5 6.29 1.68 0.074 0.034 0.058 0.007 0.041 0.032 0.022 14 303 15 0.171 9 1.01
8.8 6.26 2.32 0.112 0.051 0.077 0.008 0.056 0.043 0.031 12 206 10 0.309 18.8 3.33
10.6 7.05 5.98 0.281 0.135 0.139 0.039 0.36 0.071 0.077 21 212 43 0.081 11.4 3.17
5.2 6.8 5.53 0.225 0.148 0.133 0.025 0.258 0.11 0.083 18 406 20 0.119 7.7 0.47
9.2 6.44 2.35 0.133 0.07 0.058 0.006 0.056 0.018 0.036 20 345 12 0.411 16.7 1.43
7.1 6.51 3.58 0.166 0.077 0.102 0.02 0.15 0.064 0.037 81 350 19 0.26 11.4 3.7
3.1 6.89 4.85 0.212 0.119 0.131 0.026 0.255 0.096 0.051 11 318 18 0.104 8 2.49
8.5 6.62 1.94 0.122 0.036 0.049 0.006 0.07 0.017 0.02 4 246 9 0.222 11.4 0.86
10.7 7.14 2.82 0.142 0.05 0.075 0.015 0.173 0.05 0.019 5 327 7 0.017 3.2 2.66
2.1 6.9 4.22 0.291 0.047 0.088 0.008 0.278 0.043 0.03 13 372 10 0.156 9.9 1.88
5.3 6.59 4.51 0.231 0.103 0.118 0.026 0.205 0.04 0.065 66 396 34 0.414 16.7 4.14
1.6 7.04 5.26 0.231 0.106 0.164 0.025 0.212 0.1 0.12 29 406 13 0.15 9.8 1.87
9.3 7.38 5.52 0.455 0.064 0.067 0.011 0.452 0.033 0.017 8 330 10 0.151 9.7 1.99
9 6.57 2.91 0.122 0.067 0.104 0.012 0.085 0.062 0.028 1 189 16 0.267 19.1 2.81
4.4 6.74 2.7 0.137 0.042 0.075 0.008 0.12 0.035 0.022 44 207 11 0.218 10.3 2.21
2.2 5.69 2.26 0.094 0.048 0.078 0.01 0.035 0.042 0.032 1 278 10 0.387 16.7 3.67
4.3 6.52 1.77 0.103 0.037 0.059 0.005 0.082 0.016 0.022 15 324 13 0.197 13.2 0.13
9.4 7.01 3.26 0.212 0.067 0.054 0.009 0.233 0.028 0.017 16 272 10 0.135 6.6 2.15
4.1 7.06 3.94 0.187 0.111 0.09 0.018 0.207 0.073 0.048 71 314 9 0.101 7.7 1.97
4 6.74 2.1 0.098 0.039 0.068 0.009 0.103 0.03 0.022 8 196 8 0.095 10.9 1.67
4.5 7 4.41 0.351 0.052 0.078 0.011 0.274 0.041 0.023 24 269 11 0.283 14.6 1.93
4.8 6.61 1.67 0.072 0.025 0.055 0.006 0.048 0.045 0.017 6 193 7 0.025 4 0.48
1.5 6.95 3.78 0.191 0.113 0.083 0.015 0.197 0.056 0.037 64 324 12 0.157 10 2.47
8.6 7.31 4.78 0.347 0.058 0.077 0.009 0.389 0.033 0.021 6 191 12 0.108 9.7 3.03
4.8 6.8 2.9 0.141 0.061 0.086 0.012 0.125 0.049 0.029 23 209 9 0.128 8.4 1.69
8.1 7.07 2.89 0.147 0.06 0.069 0.013 0.136 0.053 0.029 65 308 6 0.075 10.8 2.03
5 6.92 2.68 0.155 0.048 0.072 0.008 0.132 0.032 0.022 13 194 8 0.136 15.7 1.62
4.7 7.32 3.67 0.275 0.029 0.058 0.007 0.308 0.023 0.015 10 218 6 0.018 3 1.59
5.4 6.74 3.61 0.194 0.105 0.094 0.013 0.175 0.033 0.029 57 287 11 0.314 16.1 3.33
1.9 6.95 3.62 0.183 0.125 0.082 0.013 0.207 0.042 0.03 49 336 18 0.219 11.5 3.22
3.9 6.1 2.21 0.105 0.045 0.069 0.015 0.042 0.023 0.028 61 330 12 0.371 15.4 2.34
2.6 6.76 3.47 0.188 0.113 0.08 0.009 0.196 0.04 0.033 25 530 18 0.259 12.5 3.89
4.5 6.61 1.82 0.077 0.049 0.053 0.009 0.083 0.028 0.017 9 194 10 0.113 5.6 0.75
3.8 6.67 2.71 0.15 0.06 0.066 0.013 0.134 0.038 0.018 39 275 12 0.238 10.4 1.72
4.4 7.02 2.34 0.105 0.066 0.057 0.01 0.14 0.041 0.017 5 198 7 0.05 5 0.98
4.6 6.88 2.51 0.121 0.074 0.056 0.011 0.14 0.039 0.015 10 218 10 0.121 7 1.85
4.4 7.01 2.55 0.134 0.054 0.059 0.015 0.134 0.036 0.022 14 254 8 0.089 12.9 1.91
