Temp pH Cond Ca Mg Na K AlkAcid SO4_IC Cl NO2NO3N Tot.N_ps TotP AbsF420nm TOC Si
11 7.06 4.25 0.257 0.062 0.075 0.01 0.182 0.102 0.052 9 280 6 0.06 6 0.69
10.3 6.52 2.62 0.145 0.061 0.073 0.006 0.075 0.034 0.034 27 260 16 0.371 20.7 0.73
10.4 6.63 2.53 0.164 0.032 0.058 0.006 0.095 0.04 0.03 12 243 7 0.176 12 1.73
10.6 6.06 2.43 0.137 0.06 0.07 0.004 0.049 0.024 0.036 27 346 19 0.456 24.1 0.87
11.2 7.02 3.41 0.204 0.066 0.077 0.009 0.162 0.059 0.039 15 208 9 0.095 10.1 2.19
10.6 6.91 4.07 0.231 0.064 0.074 0.01 0.15 0.11 0.047 17 276 7 0.081 7.1 1.14
10.6 7.19 4.74 0.294 0.068 0.091 0.011 0.275 0.079 0.045 11 247 6 0.056 7 0.94
10.9 7.04 4.53 0.233 0.063 0.123 0.011 0.208 0.071 0.079 9 238 7 0.058 8.9 1.01
10.4 6.53 2.2 0.103 0.039 0.06 0.007 0.059 0.052 0.03 2 223 8 0.071 9.5 1.19
3.4 6.52 2.08 0.098 0.037 0.063 0.008 0.059 0.038 0.036 24 389 8 0.109 8.6 1.3
11.1 7.39 5.45 0.313 0.113 0.112 0.012 0.332 0.126 0.034 2 247 6 0.013 6.8 0.48
9.9 6.61 2.57 0.134 0.048 0.077 0.007 0.087 0.044 0.029 5 289 13 0.178 13.4 1.17
11.6 7.16 4.48 0.249 0.066 0.12 0.011 0.209 0.076 0.083 20 255 7 0.053 5.2 1
10.4 6.49 2.32 0.124 0.032 0.066 0.008 0.071 0.044 0.027 3 273 11 0.144 11.1 1.34
11.4 7.1 4.79 0.299 0.091 0.091 0.014 0.249 0.097 0.04 1 268 14 0.076 10.5 1.59
10.7 6.62 3.36 0.146 0.056 0.074 0.009 0.047 0.134 0.043 14 284 7 0.077 6.3 2.07
10.9 7.17 4.53 0.238 0.066 0.118 0.012 0.214 0.077 0.084 5 250 8 0.045 5.3 0.8
5.2 7.13 4.77 0.228 0.043 0.179 0.006 0.186 0.047 0.177 10 398 7 0.078 13 1.14
11 7.38 13.2 0.788 0.298 0.254 0.052 0.967 0.082 0.189 1 397 46 0.063 11.4 3.48
10.8 7.1 4.7 0.311 0.093 0.082 0.012 0.262 0.072 0.035 2 313 17 0.135 12.3 0.91
10.4 7.14 3.81 0.247 0.073 0.075 0.009 0.197 0.068 0.03 2 218 10 0.086 14.5 0.13
2.7 6.61 2.56 0.124 0.049 0.076 0.008 0.1 0.039 0.038 19 200 12 0.157 9.9 0.48
11 7.07 4.45 0.274 0.089 0.086 0.012 0.24 0.078 0.036 2 265 13 0.103 11.3 0.55
5.4 5.78 1.94 0.095 0.038 0.062 0.006 0.027 0.023 0.035 28 273 20 0.393 23.4 2.87
6.3 6.67 2.13 0.116 0.033 0.058 0.007 0.067 0.033 0.04 31 201 8 0.145 14.5 1.93
4.7 6.2 2.99 0.174 0.057 0.076 0.008 0.1 0.025 0.067 14 238 12 0.294 21.1 2.73
3.6 6.93 2.61 0.147 0.047 0.063 0.008 0.12 0.035 0.037 16 239 9 0.109 8.6 1.32
10.7 7.5 13.4 0.465 0.121 0.553 0.125 0.638 0.015 0.631 8 1085 113 0.022 12.5 0.18
9.7 6.83 2.84 0.164 0.042 0.064 0.008 0.138 0.042 0.047 1 220 7 0.042 5.1 1.43
5 6.95 4.15 0.206 0.097 0.093 0.012 0.195 0.067 0.071 21 204 12 0.077 9.4 2.78
11.1 7.54 18.8 1.35 0.339 0.23 0.095 1.563 0.152 0.237 31 793 144 0.034 12.1 1.13
10.6 7.36 15 1.002 0.242 0.26 0.046 1.204 0.059 0.217 1 577 117 0.056 9.5 0.12
10.3 7.16 9.05 0.72 0.144 0.112 0.016 0.674 0.111 0.042 3 352 30 0.139 15.4 0.73
11.4 7.05 5.64 0.286 0.096 0.157 0.015 0.246 0.103 0.12 1 275 26 0.033 8.1 1.99
5.9 6.94 2.99 0.201 0.042 0.063 0.007 0.157 0.034 0.033 28 218 10 0.163 15.7 2.2
2.5 6.31 1.82 0.071 0.029 0.054 0.003 0.049 0.016 0.028 88 186 9 0.303 19.1 1.42
3.8 6.5 2.38 0.124 0.045 0.065 0.007 0.053 0.032 0.044 26 192 11 0.226 14.6 1.72
11.9 7.2 5.93 0.292 0.098 0.158 0.017 0.253 0.107 0.121 2 407 36 0.018 7.8 2.31
10.9 7.04 5.77 0.321 0.098 0.144 0.016 0.29 0.097 0.09 1 257 21 0.078 10 1.22
11.2 7.19 7.29 0.448 0.157 0.097 0.017 0.374 0.212 0.046 2 227 18 0.038 8 2.01
10.5 7.12 3.37 0.194 0.052 0.078 0.012 0.186 0.047 0.038 69 331 9 0.098 5.2 1.66
11.2 7.03 7.44 0.35 0.119 0.251 0.018 0.264 0.111 0.223 1 322 11 0.079 12.1 1.39
11.3 7.22 7.78 0.415 0.231 0.092 0.018 0.316 0.321 0.047 2 235 8 0.03 8.6 1.15
9.9 6.84 3.98 0.233 0.07 0.094 0.007 0.19 0.09 0.033 1 281 14 0.08 10.1 0.42
10.2 6.69 2.55 0.143 0.038 0.075 0.009 0.098 0.043 0.03 5 251 8 0.067 8.2 2.63
11 6.95 5.28 0.291 0.086 0.141 0.013 0.243 0.09 0.088 3 309 16 0.093 10 1.87
11.1 7.15 5.73 0.368 0.115 0.1 0.014 0.35 0.106 0.039 1 321 15 0.072 9.6 2.11
11.4 7.17 5.67 0.247 0.082 0.198 0.012 0.192 0.097 0.166 11 233 5 0.03 7.7 1.4
3.6 6.97 2.65 0.16 0.051 0.053 0.008 0.171 0.023 0.032 35 181 9 0.117 11.4 2.76
10.5 7.81 25.8 2.098 0.401 0.22 0.064 2.411 0.126 0.245 50 572 63 0.051 9.6 3.17
10 6.73 4.6 0.285 0.092 0.103 0.006 0.22 0.103 0.028 5 345 16 0.156 14 0.98
10.6 7.18 9.66 0.303 0.093 0.431 0.068 0.378 0.04 0.407 1 404 38 0.051 6.1 0.17
10.4 6.27 2.61 0.13 0.054 0.083 0.009 0.071 0.041 0.034 23 291 12 0.105 12.9 2.51
3.8 6.6 2.16 0.113 0.042 0.057 0.008 0.073 0.027 0.032 20 248 10 0.156 16 1.7
4.7 6.86 2.89 0.158 0.048 0.079 0.01 0.13 0.042 0.031 23 210 8 0.105 9.4 2.16
10.8 6.85 2.9 0.153 0.048 0.077 0.009 0.117 0.05 0.044 6 218 7 0.064 6 2.95
4.4 6.53 2.11 0.116 0.042 0.054 0.008 0.069 0.027 0.029 33 204 9 0.173 16.8 2.06
11.9 7.12 6.05 0.248 0.087 0.227 0.012 0.202 0.09 0.206 3 248 6 0.043 5.1 0.67
11.4 6.88 2.77 0.143 0.05 0.068 0.011 0.122 0.058 0.03 7 203 6 0.038 4.7 1.74
10.8 6.8 2.44 0.087 0.071 0.057 0.014 0.079 0.099 0.026 1 189 6 0.012 7.7 0.59
2.9 5.96 1.93 0.137 0.037 0.043 0.004 0.031 0.009 0.022 24 239 16 0.477 24.2 3.17
11.1 7.02 3.73 0.17 0.088 0.082 0.01 0.162 0.122 0.03 1 239 11 0.005 3 0.32
5.7 6.92 2.92 0.182 0.05 0.057 0.007 0.151 0.033 0.038 15 195 7 0.085 13.6 2.58
6.2 6.89 2.43 0.133 0.039 0.059 0.008 0.112 0.037 0.028 8 185 6 0.048 7.2 1.37
10.5 6.95 2.9 0.15 0.052 0.071 0.009 0.111 0.076 0.032 2 189 5 0.039 8.9 0.88
10.2 6.8 3.24 0.142 0.067 0.086 0.01 0.107 0.088 0.047 23 355 8 0.033 9.7 0.36
3.1 6.55 2.49 0.135 0.043 0.064 0.009 0.098 0.037 0.031 30 196 12 0.2 11 2.61
3.6 6.88 2.46 0.14 0.04 0.061 0.007 0.115 0.035 0.027 11 214 7 0.069 8.2 1.16
10.7 6.92 3.14 0.13 0.05 0.085 0.01 0.112 0.077 0.048 2 236 6 0.017 8 0.53
10.4 6.97 6.12 0.232 0.079 0.259 0.012 0.167 0.076 0.252 2 269 7 0.071 5.7 0.84
10.8 7.04 4.88 0.197 0.064 0.179 0.01 0.158 0.081 0.155 4 219 5 0.016 7.2 0.55
5.6 6.32 2.37 0.15 0.047 0.051 0.007 0.077 0.021 0.031 59 186 13 0.367 24.3 2.41
10.3 6.96 4.24 0.269 0.065 0.067 0.013 0.189 0.101 0.038 8 283 9 0.068 8.2 0.18
9.4 6.74 5.81 0.325 0.093 0.105 0.023 0.303 0.122 0.066 10 258 12 0.044 4.8 1.07
10.5 6.89 2.46 0.133 0.033 0.058 0.009 0.104 0.059 0.024 2 207 6 0.016 3.3 1.19
10.7 7.15 5.75 0.301 0.089 0.14 0.022 0.229 0.144 0.098 9 196 11 0.037 5.9 0.23
10.4 6.79 2.34 0.122 0.036 0.063 0.009 0.092 0.047 0.025 13 235 7 0.057 5.3 2.19
4.4 5.85 1.61 0.087 0.03 0.039 0.007 0.022 0.013 0.032 27 284 18 0.368 22 2.03
10.5 7.27 5.78 0.317 0.085 0.14 0.013 0.271 0.085 0.136 8 251 8 0.021 3.8 0.87
2.8 6.34 1.8 0.108 0.031 0.048 0.006 0.044 0.016 0.026 28 299 10 0.268 14.1 1.82
10.7 7.01 2.72 0.169 0.036 0.057 0.009 0.154 0.04 0.023 6 274 6 0.037 4.2 1.34
10.8 7.17 4.4 0.261 0.072 0.083 0.014 0.208 0.112 0.04 9 264 6 0.034 4.8 1.1
11.3 6.93 2.97 0.158 0.046 0.063 0.01 0.118 0.076 0.041 8 278 8 0.03 4.1 0.53
3.4 6.33 1.8 0.107 0.031 0.047 0.006 0.044 0.015 0.026 29 305 10 0.278 14.7 2.12
4.9 6.95 2.59 0.169 0.033 0.05 0.01 0.14 0.025 0.026 17 215 8 0.125 14.4 2.25
10.4 7.21 7.33 0.414 0.1 0.183 0.026 0.347 0.14 0.134 9 247 13 0.06 7.2 0.17
11.3 6.94 3.87 0.197 0.064 0.103 0.015 0.17 0.069 0.06 13 181 11 0.066 6.4 0.99
10.6 7.07 3.72 0.219 0.053 0.067 0.012 0.171 0.082 0.046 1 266 7 0.042 5 0.65
9 6.83 2.48 0.138 0.039 0.066 0.007 0.105 0.046 0.025 6 228 7 0.082 6.6 2.45
9.9 6.78 2.6 0.142 0.049 0.065 0.008 0.104 0.041 0.033 6 241 8 0.11 8.3 1.07
9.8 6.78 2.33 0.134 0.035 0.056 0.007 0.101 0.035 0.029 7 244 7 0.069 5.8 1.2
10.3 6.91 2.39 0.127 0.039 0.055 0.008 0.122 0.044 0.026 2 221 8 0.021 3.8 0.61
8.8 6.85 2.49 0.122 0.034 0.066 0.009 0.113 0.046 0.03 4 225 7 0.068 4.9 1.93
2.5 6.47 3.3 0.169 0.041 0.115 0.007 0.11 0.027 0.098 29 203 10 0.274 19.1 2.07
10.2 6.81 3.15 0.18 0.055 0.073 0.013 0.125 0.067 0.037 7 241 7 0.079 7.5 1.9
11 7.05 4.25 0.244 0.074 0.08 0.012 0.211 0.107 0.029 1 237 9 0.034 5 1.6
9.9 7.15 3.51 0.248 0.04 0.064 0.009 0.216 0.04 0.029 10 212 6 0.07 5.7 1.87
10.8 7.09 3.9 0.242 0.051 0.066 0.012 0.192 0.076 0.045 19 244 7 0.055 5.7 1.6
10.8 6.84 2.32 0.121 0.032 0.061 0.01 0.102 0.049 0.028 4 183 5 0.034 3.7 1.81
11.6 7.18 7.79 0.445 0.069 0.212 0.019 0.303 0.195 0.158 9 308 9 0.039 5.2 0.46
11.3 6.89 3.66 0.185 0.062 0.097 0.014 0.157 0.063 0.052 9 197 10 0.072 6.2 1.11
11.1 6.96 2.86 0.137 0.055 0.066 0.01 0.106 0.096 0.027 10 221 5 0.016 2.8 0.92
10.3 6.68 2.51 0.163 0.041 0.052 0.009 0.119 0.022 0.03 31 266 10 0.164 9.3 2.02
10.9 7.05 4.86 0.297 0.09 0.097 0.019 0.251 0.094 0.045 2 252 13 0.091 8.2 0.88
9.2 6.28 1.68 0.105 0.025 0.039 0.004 0.041 0.025 0.02 9 285 11 0.267 10 0.84
8.7 6.69 2.59 0.147 0.039 0.07 0.009 0.109 0.035 0.033 24 235 9 0.143 7.9 1.96
11.6 6.9 3.65 0.181 0.061 0.095 0.014 0.156 0.062 0.051 9 221 10 0.081 7.2 0.92
10.4 6.89 3.01 0.206 0.031 0.054 0.009 0.189 0.043 0.025 12 213 6 0.042 4.3 1.25
9.6 6.79 2.02 0.102 0.024 0.058 0.009 0.089 0.043 0.025 1 238 5 0.038 3.6 0.43
9.7 6.68 2.94 0.199 0.034 0.054 0.008 0.119 0.056 0.026 22 282 8 0.14 9.3 0.66
10.4 7.04 5.71 0.375 0.075 0.097 0.016 0.332 0.118 0.044 8 258 8 0.064 6.2 2.39
10.2 7.22 3.06 0.2 0.049 0.064 0.011 0.187 0.035 0.029 83 265 8 0.067 4.6 1.99
10.8 7.14 5.73 0.335 0.06 0.14 0.018 0.28 0.092 0.111 2 172 8 0.048 6 0.8
8.6 5.77 1.83 0.085 0.031 0.06 0.01 0.029 0.032 0.027 18 309 10 0.286 11.6 2.48
9.3 6.89 3.27 0.247 0.038 0.061 0.01 0.186 0.027 0.028 12 242 10 0.222 10.8 1.76
4.1 6.67 2.3 0.162 0.034 0.042 0.004 0.11 0.019 0.025 33 210 9 0.236 10.8 0.97
10.6 7.2 4.32 0.238 0.072 0.1 0.018 0.214 0.087 0.053 1 325 7 0.025 5.2 0.86
9.8 7.01 3.4 0.186 0.065 0.087 0.013 0.171 0.049 0.037 5 254 9 0.069 7.9 1.58
4.3 6.36 2.19 0.156 0.035 0.042 0.006 0.07 0.021 0.022 47 250 13 0.356 16.5 1.76
11.1 6.83 3.32 0.175 0.06 0.092 0.013 0.137 0.056 0.042 12 196 11 0.122 8.6 1.26
9.6 7.06 4.01 0.343 0.033 0.061 0.01 0.262 0.029 0.025 7 220 9 0.235 12.1 2.18
11.2 7.37 10.4 0.585 0.116 0.29 0.031 0.521 0.153 0.244 10 216 12 0.026 5.7 0.59
11.6 7.14 3.64 0.217 0.042 0.077 0.013 0.155 0.09 0.038 66 242 4 0.031 4.1 0.77
10.3 7.02 8.08 0.474 0.137 0.212 0.018 0.367 0.113 0.175 4 340 18 0.211 13.5 0.91
4.2 6 2.16 0.158 0.035 0.046 0.007 0.054 0.019 0.023 32 236 14 0.44 17.9 1.5
9.9 6.78 3.32 0.181 0.056 0.087 0.009 0.107 0.09 0.031 2 308 9 0.147 9.3 1.48
4.1 6.9 4.97 0.443 0.067 0.039 0.004 0.402 0.017 0.02 42 260 10 0.372 15 1.55
10.6 7.02 4.46 0.255 0.046 0.117 0.011 0.192 0.068 0.093 10 306 11 0.063 6.2 1.4
9.2 6.77 2.15 0.122 0.03 0.053 0.006 0.088 0.04 0.024 3 245 8 0.088 6.5 1.28
10.5 7.08 3.11 0.171 0.049 0.071 0.009 0.158 0.068 0.026 1 248 6 0.04 4.5 0.48
9.7 6.86 2.34 0.143 0.028 0.055 0.01 0.11 0.036 0.025 8 223 7 0.096 6.5 1.87
8.9 6.84 3.78 0.226 0.056 0.084 0.009 0.191 0.025 0.083 2 223 15 0.149 7.7 2.45
3.9 6.81 2.92 0.173 0.066 0.067 0.006 0.144 0.022 0.044 25 213 12 0.201 10.9 1.9
8.4 6.11 1.59 0.11 0.031 0.035 0.002 0.026 0.007 0.026 17 276 9 0.294 15.1 1.27
9.4 6.74 2.5 0.147 0.04 0.069 0.01 0.098 0.039 0.033 3 206 8 0.098 7.9 1.67
11.1 6.83 3.39 0.171 0.059 0.091 0.013 0.143 0.054 0.044 3 242 14 0.117 8.4 1.03
8.3 7.63 21.2 1.619 0.201 0.371 0.086 1.579 0.108 0.324 4 372 22 0.109 10.7 1.74
10.3 6.81 3.43 0.193 0.063 0.09 0.011 0.15 0.06 0.036 1 188 14 0.184 9.2 1.5
4.1 6.83 3.01 0.185 0.066 0.071 0.007 0.154 0.021 0.045 18 204 12 0.19 11.2 1.74
5.4 6.89 2.24 0.163 0.03 0.038 0.006 0.114 0.02 0.02 41 214 9 0.204 9.6 0.69
10.7 6.87 2.76 0.18 0.031 0.062 0.01 0.115 0.056 0.026 8 274 6 0.087 7.4 1.03
10.2 7.07 4.5 0.253 0.044 0.124 0.01 0.194 0.065 0.102 4 254 7 0.069 6.6 1.14
10.3 6.71 2.56 0.129 0.037 0.064 0.011 0.084 0.081 0.027 8 226 6 0.026 3.8 1.14
10.1 6.91 3.44 0.243 0.04 0.071 0.01 0.186 0.036 0.032 12 239 10 0.154 9.1 2.69
9.6 6.93 2.78 0.193 0.022 0.054 0.011 0.158 0.036 0.018 32 285 6 0.062 4.7 2.14
4 6.45 2.05 0.145 0.028 0.039 0.006 0.079 0.016 0.023 34 190 9 0.304 12.2 1.09
5.1 6.81 2.34 0.159 0.039 0.047 0.008 0.108 0.02 0.028 27 179 11 0.181 16.3 1.77
10.5 6.81 2.97 0.157 0.052 0.086 0.012 0.121 0.05 0.036 4 187 10 0.123 8.3 1.11
11.1 6.84 2.51 0.141 0.037 0.065 0.008 0.105 0.043 0.031 8 254 6 0.09 6 1.11
8.5 6.87 3.06 0.202 0.039 0.073 0.011 0.156 0.035 0.03 5 230 10 0.146 8.5 2.32
10.2 7.01 3.59 0.177 0.035 0.113 0.009 0.144 0.058 0.086 10 210 8 0.033 4.7 1.39
10.5 6.85 2.95 0.149 0.054 0.085 0.011 0.123 0.051 0.035 1 202 10 0.105 8 1.24
10.4 6.85 2.82 0.201 0.03 0.06 0.009 0.124 0.052 0.026 35 224 5 0.08 6.7 1.37
9.7 7.07 3.25 0.222 0.046 0.067 0.008 0.177 0.052 0.024 1 233 11 0.11 7.3 0.15
4.8 6.94 3.74 0.329 0.037 0.038 0.012 0.263 0.017 0.02 30 194 16 0.305 13 1.71
10.7 7.22 4.86 0.297 0.053 0.102 0.012 0.259 0.095 0.068 9 214 8 0.024 4.3 1.04
8.3 7.16 4.35 0.375 0.028 0.062 0.009 0.308 0.031 0.019 5 247 8 0.18 9.3 2.31
10.1 6.69 2.99 0.173 0.045 0.078 0.011 0.12 0.05 0.034 16 203 9 0.142 9.1 1.37
10.5 6.78 2.85 0.144 0.054 0.081 0.011 0.116 0.049 0.038 7 214 9 0.111 8.7 1.34
5.1 6.73 2.31 0.131 0.048 0.055 0.007 0.097 0.022 0.04 25 195 13 0.173 9.5 1.76
4.9 6.85 2.62 0.204 0.033 0.039 0.013 0.152 0.02 0.018 30 183 15 0.219 10.6 1.21
8.7 6.73 2.7 0.181 0.023 0.062 0.01 0.123 0.033 0.021 12 211 7 0.128 7 2.76
8.9 6.88 3.26 0.247 0.032 0.049 0.008 0.204 0.032 0.027 5 282 9 0.13 6.7 1.64
10.2 6.59 5.64 0.235 0.087 0.178 0.018 0.16 0.047 0.234 9 224 24 0.105 7.4 0.19
3.4 6.73 2.41 0.139 0.038 0.051 0.007 0.107 0.032 0.028 23 187 7 0.099 13.6 1.23
9.3 6.98 2.87 0.196 0.023 0.044 0.011 0.201 0.037 0.016 3 188 6 0.034 4 1.2
8.9 6.79 2.53 0.166 0.023 0.064 0.011 0.106 0.033 0.021 7 215 8 0.12 7.1 2.44
4.1 6.82 2.3 0.157 0.038 0.045 0.008 0.106 0.02 0.027 29 209 12 0.181 16.7 1.81
8.2 6.18 1.78 0.079 0.018 0.058 0.01 0.042 0.028 0.024 4 166 10 0.114 5.8 2.07
8.6 5.59 1.52 0.05 0.021 0.056 0.01 0.008 0.022 0.022 4 317 15 0.336 11.9 2.86
5.3 6.97 3.19 0.154 0.041 0.101 0.011 0.143 0.038 0.078 8 180 6 0.042 10.4 1.31
8.5 6.26 1.32 0.047 0.018 0.043 0.011 0.032 0.033 0.019 1 192 6 0.046 4.4 0.71
4.7 6.71 3.25 0.154 0.044 0.112 0.01 0.118 0.031 0.09 23 239 10 0.174 12.4 2.19
10.1 7.14 3.94 0.268 0.037 0.091 0.01 0.222 0.051 0.044 1 180 8 0.07 4.7 1.17
10.4 6.76 2.83 0.142 0.053 0.081 0.01 0.112 0.05 0.033 9 199 8 0.11 8 1.84
4.5 6.7 2.25 0.144 0.048 0.049 0.005 0.1 0.018 0.03 34 200 13 0.212 9.9 1.57
4.1 6.84 2.02 0.111 0.044 0.043 0.005 0.097 0.03 0.02 9 195 7 0.097 6.4 1.09
10.6 6.61 3.17 0.157 0.052 0.094 0.012 0.109 0.072 0.034 5 260 9 0.104 7.4 2.05
4.4 6.65 2.26 0.14 0.047 0.051 0.006 0.096 0.018 0.033 33 238 13 0.203 9.9 1.53
9.4 6.53 3.77 0.283 0.045 0.065 0.007 0.119 0.078 0.036 6 323 11 0.268 17.3 2.58
5.1 6.05 1.84 0.15 0.024 0.035 0.004 0.039 0.018 0.016 26 231 10 0.348 15.7 0.91
10.2 6.81 2.85 0.161 0.043 0.076 0.01 0.118 0.054 0.032 3 254 10 0.089 7.2 1.18
10 6.88 2.64 0.167 0.029 0.06 0.009 0.111 0.051 0.029 1 226 8 0.06 6.9 0.7
10 7.05 3.09 0.191 0.041 0.067 0.01 0.167 0.055 0.032 4 220 6 0.055 4 0.67
9.9 6.39 2.26 0.106 0.026 0.081 0.01 0.053 0.032 0.048 8 181 8 0.136 7.1 1.95
9.5 6.92 2.96 0.21 0.032 0.062 0.009 0.13 0.048 0.031 10 268 9 0.117 10.2 0.87
10.1 6.93 2.9 0.162 0.041 0.075 0.01 0.128 0.055 0.031 10 226 8 0.059 6 1.12
8.3 6.63 2.41 0.159 0.035 0.057 0.011 0.118 0.022 0.024 5 399 13 0.21 9.7 2.16
10.1 7.49 13.5 1.165 0.076 0.144 0.021 1.153 0.076 0.106 91 331 9 0.094 8.8 2.03
10.9 6.87 2.81 0.149 0.038 0.069 0.01 0.128 0.056 0.032 3 241 7 0.045 5.3 1.29
10.1 6.82 2.79 0.141 0.038 0.08 0.012 0.102 0.056 0.027 9 272 10 0.158 10.1 1.68
10 6.82 2.9 0.158 0.043 0.078 0.01 0.102 0.056 0.033 1 293 10 0.113 10.2 1.19
3.9 6.57 2.05 0.129 0.02 0.05 0.011 0.097 0.03 0.019 21 192 10 0.142 7.4 0.64
4.5 6.69 2.44 0.16 0.048 0.041 0.009 0.159 0.011 0.02 24 231 11 0.221 8.8 0.83
9.2 7.23 5.09 0.365 0.053 0.092 0.01 0.267 0.088 0.056 3 346 12 0.092 11.1 1.17
4.2 6.9 2.25 0.137 0.054 0.044 0.004 0.135 0.016 0.025 5 223 19 0.119 8.5 1.61
7.2 6.61 1.64 0.088 0.026 0.038 0.006 0.068 0.018 0.021 13 220 8 0.08 7.2 0.97
4.2 6.6 2.4 0.189 0.04 0.048 0.007 0.125 0.016 0.018 30 238 24 0.313 14.5 1.72
4.9 6.85 2 0.13 0.043 0.035 0.003 0.099 0.019 0.023 14 186 9 0.125 8.4 1.41
10 7.18 4.25 0.289 0.059 0.093 0.01 0.255 0.053 0.024 5 230 15 0.234 14.5 3.13
4.7 6.53 1.87 0.116 0.029 0.041 0.011 0.078 0.024 0.016 20 194 12 0.161 8.3 0.32
8.4 6.56 2.42 0.117 0.051 0.075 0.01 0.101 0.03 0.023 5 184 9 0.259 13.6 1.62
9.4 7.01 2.67 0.12 0.05 0.078 0.01 0.126 0.049 0.027 3 208 6 0.061 8 1.57
5.9 6.98 1.79 0.15 0.011 0.014 0.003 0.123 0.025 0.013 2 195 6 0.011 4.2 0.16
2.7 6.76 1.93 0.139 0.039 0.038 0.004 0.088 0.014 0.02 13 235 11 0.22 10.3 1.35
9.9 6.92 3.31 0.17 0.067 0.084 0.01 0.149 0.071 0.022 4 217 7 0.136 10.7 2.71
3.1 6.88 2.4 0.151 0.038 0.05 0.011 0.156 0.017 0.025 2 326 16 0.077 6.5 0.55
2.6 5.78 0.96 0.056 0.022 0.022 0.002 0.007 0.01 0.013 31 351 18 0.186 9 1.79
2.7 7.26 3.34 0.31 0.033 0.031 0.004 0.241 0.014 0.014 1 241 13 0.27 14.3 0.91
10.3 6.48 2.37 0.12 0.039 0.073 0.008 0.076 0.04 0.026 12 221 10 0.169 11.2 2.34
3.2 6.74 1.97 0.131 0.041 0.039 0.004 0.094 0.015 0.021 19 250 12 0.205 10.5 1.37
5.9 7.02 2.75 0.171 0.043 0.063 0.01 0.151 0.03 0.026 66 259 7 0.116 8 1.91
5.2 6.66 1.9 0.12 0.03 0.047 0.01 0.085 0.02 0.017 8 263 8 0.189 10.3 1.92
9.8 6.49 2.36 0.115 0.035 0.07 0.007 0.092 0.037 0.022 10 224 9 0.151 11.2 2.02
2.6 4.82 1.4 0.042 0.022 0.024 0.003 -0.032 0.008 0.012 10 273 25 0.386 18.2 1.31
9.6 7.03 2.64 0.119 0.048 0.074 0.011 0.156 0.048 0.026 2 220 5 0.046 7.8 1.54
3.8 6.48 2.34 0.151 0.048 0.063 0.007 0.072 0.025 0.02 35 332 13 0.307 16.5 1.78
2.8 5.86 1.11 0.031 0.021 0.034 0.005 0.016 0.011 0.017 24 238 16 0.215 10.1 0.54
11.1 7.02 2.61 0.118 0.048 0.074 0.01 0.126 0.047 0.026 3 200 5 0.047 7.8 1.62
8.6 4.69 1.5 0.028 0.01 0.02 0.002 -0.034 0.019 0.013 2 223 6 0.164 11.3 0.34
6.3 7.02 1.89 0.087 0.044 0.05 0.008 0.127 0.025 0.018 8 270 7 0.008 3.6 0.56
4.1 7.03 3.48 0.187 0.087 0.075 0.009 0.238 0.032 0.024 6 315 11 0.11 7.8 2.4
1.7 7.13 3.45 0.268 0.057 0.049 0.003 0.241 0.02 0.026 15 241 11 0.165 10.1 1.48
4.9 6.85 2.85 0.23 0.033 0.045 0.007 0.199 0.014 0.017 16 189 12 0.235 10.4 2.14
3.4 5.14 0.7 0.017 0.006 0.01 0 -0.008 0.01 0.004 4 207 12 0.067 6.5 0.3
9.1 6.72 2.57 0.177 0.023 0.064 0.007 0.143 0.032 0.017 2 231 9 0.219 10.7 1.94
8.5 5.98 1.71 0.081 0.025 0.066 0.007 0.029 0.025 0.02 4 245 10 0.312 14.4 2.84
1.2 5.62 1.19 0.033 0.012 0.048 0.006 0.004 0.018 0.028 11 303 10 0.159 9.2 0.12
4.2 7.04 3.23 0.259 0.038 0.043 0.005 0.234 0.021 0.018 24 210 11 0.155 9.4 1.61
0.8 4.81 1.12 0.033 0.006 0.012 0.001 -0.02 0.025 0.009 12 362 16 0.053 5.6 0.13
3.4 6.89 1.69 0.097 0.023 0.04 0.008 0.097 0.027 0.013 2 229 5 0.016 4.2 0.2
3.3 6.7 2 0.153 0.037 0.038 0.005 0.103 0.012 0.015 17 275 16 0.261 12.2 1.47
4.4 6.77 2.93 0.164 0.051 0.07 0.008 0.169 0.033 0.018 24 253 10 0.158 9.7 2.74
3.8 6.8 1.82 0.106 0.033 0.045 0.008 0.091 0.022 0.017 5 272 6 0.095 6.6 0.91
4.7 6.82 1.68 0.107 0.042 0.032 0.004 0.085 0.015 0.015 8 191 7 0.116 8.3 0.94
6.2 7 2.37 0.148 0.045 0.047 0.008 0.152 0.025 0.016 28 201 7 0.097 6.4 1.67
3.2 6.86 4.2 0.291 0.052 0.095 0.009 0.283 0.048 0.019 2 218 8 0.145 9 2.82
10.7 6.75 2.56 0.168 0.038 0.06 0.008 0.133 0.025 0.023 26 237 9 0.154 8.2 2.05
2.9 6.62 2.14 0.13 0.021 0.056 0.01 0.064 0.017 0.049 2 236 6 0.089 9.1 0.59
1.7 6.64 3.04 0.196 0.08 0.05 0.005 0.227 0.021 0.019 6 256 7 0.142 7.4 3.33
3.4 6.63 1.79 0.104 0.021 0.049 0.009 0.066 0.021 0.025 3 215 9 0.104 7.7 1.14
